Design,Initial_Area,Initial_Delay,Initial_QoR,Recipe,Tool1,Tool2,Tool3,Tool4,Tool5,Tool6,Tool7,Tool8,Tool9,Tool10,Tool11,Tool12,Tool13,Tool14,Tool15,Tool16,Tool17,Tool18,Tool19,Tool20,Final_Area,Final_Delay,Final_QoR
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;st;f;rf;rwz;st;rf;st;rf;rw;rwz;rf;rfz;rw;rf;b;rs;rwz;rfz;rw",1,5,7,3,6,5,3,5,3,2,6,3,8,2,3,1,4,6,8,2,22885.26,601.22,13753885
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rwz;st;rw;f;f;b;rs;st;rfz;rf;rwz;st;rf;rw;rw;st;rf;f;b",1,6,5,2,7,7,1,4,5,8,3,6,5,3,2,2,5,3,7,1,22154.57,602.82,13336708
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;st;f;rfz;f;rf;st;rwz;rfz;rw;b;rs;rw;st;rfz;rw;rwz;rw;rfz;f",5,5,7,8,7,3,5,6,8,2,1,4,2,5,8,2,6,2,8,7,22487.23,594.72,13357278
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;st;f;st;rw;b;rwz;rs;rfz;rwz;rfz;rs;b;rwz;rfz;rwz;st;b;b;rf",5,5,7,5,2,1,6,4,8,6,8,4,1,6,8,6,5,1,1,3,21804.83,605.41,13191420
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;f;f;rs;rf;rwz;rs;rs;rwz;rf;rs;st;rs;f;rwz;f;rs;rf;st;b",5,7,7,4,3,6,4,4,6,3,4,5,4,7,6,7,4,3,5,1,22306.28,547.28,12201382
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rwz;rw;f;b;rw;rwz;rwz;rw;rwz;rw;rfz;f;st;rwz;b;rf;rw;b;rf",1,6,2,7,1,2,6,6,2,6,2,8,7,5,6,1,3,2,1,3,21537.66,616.89,13266792
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;rs;rs;rs;b;st;rs;rw;rw;st;b;b;rs;b;rs;rs;rf;rf;rfz",5,6,4,4,4,1,5,4,2,2,5,1,1,4,1,4,4,3,3,8,22728.17,564.04,12818592
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;b;rs;rwz;b;rw;rfz;f;rfz;st;st;rw;rw;rw;st;rs;rfz;rw;st",1,3,1,4,6,1,2,8,7,8,5,5,2,2,2,5,4,8,2,5,23248.03,565.20,13135120
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rf;rwz;rfz;rs;rwz;b;st;rfz;rf;rfz;rf;f;st;rfz;rwz;b;rwz;f",1,4,3,6,8,4,6,1,5,8,3,8,3,7,5,8,6,1,6,7,23045.24,586.41,13504370
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;b;f;rwz;f;rw;rs;rwz;st;rwz;st;rs;b;rw;rf;rfz;st;st;rs;b",1,1,7,6,7,2,4,6,5,6,5,4,1,2,3,8,5,5,4,1,23247.97,579.72,13460013
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rs;f;f;b;st;rs;rwz;rs;rf;rwz;b;rw;rfz;rw;rfz;b;f;rf;rs",5,4,7,7,1,5,4,6,4,3,6,1,2,8,2,8,1,7,3,4,22687.63,571.92,12954277
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;b;b;rwz;rw;rf;rfz;f;rs;st;rwz;rf;st;rwz;rfz;b;rfz;st;b",5,2,1,1,6,2,3,8,7,4,5,6,3,5,6,8,1,8,5,1,22331.32,589.85,13152959
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;b;rf;f;rfz;rw;rf;rf;rs;b;f;rwz;rs;rw;rfz;rf;rwz;b;b;b",1,1,3,7,8,2,3,3,4,1,7,6,4,2,8,3,6,1,1,1,21027.41,624.58,13120848
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rf;rfz;b;rw;f;rf;rfz;rwz;rs;rfz;rw;rf;rf;rw;rf;f;b;st;rf",5,3,8,1,2,7,3,8,6,4,8,2,3,3,2,3,7,1,5,3,22661.85,594.62,13460634
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;b;rw;rw;rf;f;f;f;rfz;rf;rs;rw;st;rs;rs;rfz;rwz;rwz;rs",1,4,1,2,2,3,7,7,7,8,3,4,2,5,4,4,8,6,6,4,23195.89,608.95,14102560
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;rfz;rwz;rwz;rw;rs;f;b;rwz;rfz;b;st;b;f;rf;rfz;rf;rw;rfz",5,1,8,6,6,2,4,7,1,6,8,1,5,1,7,3,8,3,2,8,22486.65,590.28,13266740
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rs;st;rw;rfz;st;rfz;rf;b;rfz;st;f;rf;rwz;rs;f;rwz;rs;st;rwz",5,4,5,2,8,5,8,3,1,8,5,7,3,6,4,7,6,4,5,6,22478.57,607.48,13644146
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;st;rs;rfz;f;rw;rf;b;rfz;rs;rfz;rwz;rw;rwz;rs;rfz;rf;f;rwz",5,6,5,4,8,7,2,3,1,8,4,8,6,2,6,4,8,3,7,6,21936.17,618.82,13556448
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;rw;rf;rwz;rw;st;rfz;rfz;rw;f;rs;rwz;rfz;st;f;rwz;rwz;rf;b",1,3,2,3,6,2,5,8,8,2,7,4,6,8,5,7,6,6,3,1,21940.72,577.99,12659380
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rwz;rfz;st;b;rs;rfz;rf;rs;st;rw;b;rs;b;rs;rfz;rfz;rs;f;rf",1,6,8,5,1,4,8,3,4,5,2,1,4,1,4,8,8,4,7,3,22644.04,584.35,13224096
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;f;rfz;rs;rf;b;rwz;f;rfz;rfz;rs;rw;rfz;f;st;f;f;b;st",1,3,7,8,4,3,1,6,7,8,8,4,2,8,7,5,7,7,1,5,22386.62,589.98,13185354
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;rw;st;rs;rs;f;rs;st;b;b;rwz;rw;rw;rw;st;rfz;f;st;st",1,2,2,5,4,4,7,4,5,1,1,6,2,2,2,5,8,7,5,5,24443.09,594.41,14519142
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rf;rf;b;rf;rs;rwz;f;rs;st;rs;rfz;b;st;rwz;st;b;rf;rwz;b",5,3,3,1,3,4,6,7,4,5,4,8,1,5,6,5,1,3,6,1,23070.99,558.39,12873060
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rfz;rf;rw;b;rf;rw;rf;rw;f;f;st;rf;rw;f;st;b;f;f",1,4,8,3,2,1,3,2,3,2,7,7,5,3,2,7,5,1,7,7,22396.50,582.46,13034472
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;rw;b;b;rfz;rwz;rwz;rs;rfz;rw;rf;rs;f;f;f;rf;st;f;b",5,6,2,1,1,8,6,6,4,8,2,3,4,7,7,7,3,5,7,1,22073.91,598.18,13199654
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;rs;b;f;rw;rwz;st;b;rwz;rf;rw;rs;rf;st;rwz;rfz;rs;rs;st",1,2,4,1,7,2,6,5,1,6,3,2,4,3,5,6,8,4,4,5,23016.90,583.84,13418328
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;b;b;b;rfz;st;f;b;rs;b;rw;rwz;rs;rs;rfz;st;b;st;rwz;rw",1,1,1,1,8,5,7,1,4,1,2,6,4,4,8,5,1,5,6,2,22663.33,611.78,13847093
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rs;st;b;rf;rf;st;st;rs;st;st;rf;st;f;rw;f;rw;rwz;b;rf",5,4,5,1,3,3,5,5,4,5,5,3,5,7,2,7,2,6,1,3,21758.28,582.28,12663156
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;rw;b;rw;rf;rwz;rfz;rs;rw;b;b;b;rwz;b;rwz;rfz;rs;rwz;b",1,8,2,1,2,3,6,8,4,2,1,1,1,6,1,6,8,4,6,1,21601.08,603.78,13025403
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rfz;rf;rfz;rf;rfz;f;f;rfz;rf;rwz;rw;b;rf;f;st;st;f;rs;rw",5,8,3,8,3,8,7,7,8,3,6,2,1,3,7,5,5,7,4,2,19980.56,624.57,12467520
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;f;rs;rf;rs;rw;rs;rw;f;f;rw;rw;rw;rs;rwz;rf;rf;st;b",5,1,7,4,3,4,2,4,2,7,7,2,2,2,4,6,3,3,5,1,22311.73,565.00,12605715
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;f;rs;rw;rw;f;f;rw;rs;rfz;st;st;rs;st;rf;b;f;rfz;rfz",1,8,7,4,2,2,7,7,2,4,8,5,5,4,5,3,1,7,8,8,22862.00,585.33,13374270
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rs;rfz;rs;f;rfz;rw;rf;rf;rw;rwz;rwz;b;rf;rfz;f;st;rs;f;rfz",5,4,8,4,7,8,2,3,3,2,6,6,1,3,8,7,5,4,7,8,21690.20,592.53,12840480
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;st;b;rs;rf;rfz;rwz;st;rw;st;rf;rw;rf;rwz;rfz;b;f;rf;rfz",1,4,5,1,4,3,8,6,5,2,5,3,2,3,6,8,1,7,3,8,22324.19,605.58,13506020
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;st;rs;rfz;b;rfz;rfz;rw;rwz;b;rw;rf;f;rwz;rf;rwz;rw;rw;rs",1,8,5,4,8,1,8,8,2,6,1,2,3,7,6,3,6,2,2,4,22306.12,615.70,13718190
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;f;rfz;f;rwz;st;rw;rs;b;rf;st;rwz;rf;f;f;st;rfz;st;rwz",1,3,7,8,7,6,5,2,4,1,3,5,6,3,7,7,5,8,5,6,22170.01,642.05,14233140
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;rwz;rs;b;b;rs;rwz;rwz;b;st;f;rwz;st;f;rs;rfz;rw;st;rwz",1,2,6,4,1,1,4,6,6,1,5,7,6,5,7,4,8,2,5,6,23552.93,591.84,13919232
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;rwz;b;f;rfz;rw;rwz;st;f;f;rf;rfz;f;rwz;rwz;rwz;rfz;f;rw",5,2,6,1,7,8,2,6,5,7,7,3,8,7,6,6,6,8,7,2,22465.29,609.97,13681185
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;b;st;rw;rf;f;rwz;rwz;rfz;rw;rw;b;st;rf;rw;b;rs;rwz;rwz;rs",1,1,5,2,3,7,6,6,8,2,2,1,5,3,2,1,4,6,6,4,22919.15,622.36,14255618
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;f;st;rf;f;st;rwz;rwz;rfz;rw;rs;rw;rf;b;rf;rs;rf;b;rwz",5,2,7,5,3,7,5,6,6,8,2,4,2,3,1,3,4,3,1,6,22751.93,613.11,13946363
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rwz;rs;rw;rfz;rw;st;rfz;rf;rw;rwz;rwz;b;b;f;rw;rwz;rwz;rw;b",1,6,4,2,8,2,5,8,3,2,6,6,1,1,7,2,6,6,2,1,22518.91,563.69,12677634
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rf;st;b;rfz;rfz;st;st;rf;f;rf;rs;rwz;rs;st;st;b;rfz;rs;b",5,3,5,1,8,8,5,5,3,7,3,4,6,4,5,5,1,8,4,1,22297.61,602.15,13422794
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;f;rfz;st;b;b;rf;rf;rs;st;rw;st;b;rwz;st;rw;rf;f;rw;rs",1,7,8,5,1,1,3,3,4,5,2,5,1,6,5,2,3,7,2,4,22985.90,644.45,14802340
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;rw;rw;rwz;f;rs;rf;rwz;rf;f;f;rs;st;rw;rwz;rf;f;rwz;rwz",5,1,2,2,6,7,4,3,6,3,7,7,4,5,2,6,3,7,6,6,23539.88,646.53,15206194
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rs;b;rwz;rw;rf;rf;f;st;rwz;b;rf;rs;st;rfz;rs;rf;rf;f;st",5,4,1,6,2,3,3,7,5,6,1,3,4,5,8,4,3,3,7,5,23336.35,577.10,13464872
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rfz;st;rs;f;b;rwz;st;b;f;st;f;st;rf;rfz;rfz;f;rw;st;b",5,8,5,4,7,1,6,5,1,7,5,7,5,3,8,8,7,2,5,1,21601.84,602.32,13003802
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;st;rw;rs;rs;rf;rf;rwz;rs;st;rfz;b;st;rs;st;rfz;rs;rf;rwz;b",5,5,2,4,4,3,3,6,4,5,8,1,5,4,5,8,4,3,6,1,21634.86,589.27,12742426
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rfz;rwz;rwz;b;rf;b;st;f;b;rfz;rwz;rwz;rw;rf;rw;rs;f;rw;rwz",5,8,6,6,1,3,1,5,7,1,8,6,6,2,3,2,4,7,2,6,22820.86,587.59,13395340
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;rw;f;b;rwz;rs;rfz;rs;rw;f;st;st;st;rw;rs;rf;rw;rs;rw",5,1,2,7,1,6,4,8,4,2,7,5,5,5,2,4,3,2,4,2,24628.77,605.91,14899940
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;rf;rs;rf;rfz;rwz;rwz;rf;f;b;rf;f;f;rw;st;f;rw;st;rwz",1,8,3,4,3,8,6,6,3,7,1,3,7,7,2,5,7,2,5,6,23083.97,595.88,13734385
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;rfz;b;rfz;rfz;b;st;rs;rfz;st;rfz;st;rfz;rw;b;rw;st;rs;rwz",1,2,8,1,8,8,1,5,4,8,5,8,5,8,2,1,2,5,4,6,23204.00,633.62,14688132
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;rf;rf;b;rfz;b;rfz;st;rf;f;rwz;rfz;rfz;rfz;b;st;st;rfz;rw",5,1,3,3,1,8,1,8,5,3,7,6,8,8,8,1,5,5,8,2,21515.80,603.23,12973545
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rfz;rs;rw;rfz;rfz;rfz;rs;st;b;st;b;st;b;rw;rw;rs;rfz;b;rs",5,8,4,2,8,8,8,4,5,1,5,1,5,1,2,2,4,8,1,4,21613.12,600.43,12967800
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rs;rw;f;rs;rf;f;rs;st;rwz;f;rw;f;b;rw;rw;rw;rfz;rwz;rfz",5,4,2,7,4,3,7,4,5,6,7,2,7,1,2,2,2,8,6,8,23785.99,571.81,13581235
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;f;f;rs;rf;rf;rs;f;rfz;rwz;rw;rs;rw;rf;rwz;st;f;b;rs;rs",5,7,7,4,3,3,4,7,8,6,2,4,2,3,6,5,7,1,4,4,20893.55,621.16,12974553
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;f;rw;rf;rs;f;rw;rfz;rwz;rwz;rw;rf;b;st;f;rs;rf;rf;rwz;rs",5,7,2,3,4,7,2,8,6,6,2,3,1,5,7,4,3,3,6,4,22115.44,641.94,14175715
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;rfz;st;rs;f;rw;rw;b;f;rs;rwz;rf;rf;f;rs;st;f;f;b",5,6,8,5,4,7,2,2,1,7,4,6,3,3,7,4,5,7,7,1,21011.56,603.49,12669633
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rfz;rs;rfz;rw;rwz;f;rf;f;rwz;f;rw;rfz;rf;b;rwz;rw;rw;rf",1,4,8,4,8,2,6,7,3,7,6,7,2,8,3,1,6,2,2,3,23130.57,600.11,13878000
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rs;st;st;rw;rf;rs;st;rwz;st;rw;rf;st;rwz;b;st;b;rs;rf",1,4,4,5,5,2,3,4,5,6,5,2,3,5,6,1,5,1,4,3,23320.45,565.00,13175800
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;f;rwz;rw;rw;rs;b;rs;rs;rw;st;rwz;f;st;rs;rfz;rs;f;b;rf",1,7,6,2,2,4,1,4,4,2,5,6,7,5,4,8,4,7,1,3,22605.78,572.49,12930060
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rs;rw;rw;b;f;rw;rfz;st;rw;st;st;rfz;rfz;rs;b;st;rwz;st",1,4,4,2,2,1,7,2,8,5,2,5,5,8,8,4,1,5,6,5,23085.15,601.40,13874085
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rf;st;rfz;f;rf;rs;b;st;b;rs;rw;rs;st;f;rs;rw;rf;st",1,4,3,5,8,7,3,4,1,5,1,4,2,4,5,7,4,2,3,5,22642.37,592.22,13404064
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rf;rf;rs;rwz;rw;f;rw;rw;rs;rs;rs;f;rs;rwz;b;st;rwz;rfz;rw",5,3,3,4,6,2,7,2,2,4,4,4,7,4,6,1,5,6,8,2,23130.72,588.66,13600440
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rf;rw;st;b;b;rf;rwz;b;rf;rw;f;b;rs;rf;f;st;rwz;rf",1,4,3,2,5,1,1,3,6,1,3,2,7,1,4,3,7,5,6,3,23025.17,585.79,13469625
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;rfz;rs;st;rw;st;rw;rfz;rw;rf;rs;rs;rs;rw;rw;f;rw;f;rfz",5,6,8,4,5,2,5,2,8,2,3,4,4,4,2,2,7,2,7,8,23494.57,595.92,13978930
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;rwz;b;st;st;rfz;st;st;f;f;rf;rwz;b;rfz;b;f;rw;rs;b",1,8,6,1,5,5,8,5,5,7,7,3,6,1,8,1,7,2,4,1,22535.95,593.49,13363255
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;st;f;rfz;rs;rfz;rs;rwz;rw;rs;b;rf;f;rs;st;b;rw;rw;rw",5,6,5,7,8,4,8,4,6,2,4,1,3,7,4,5,1,2,2,2,20017.96,650.21,13011050
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;st;rwz;rf;st;b;rs;rw;rfz;rwz;st;rs;rs;b;rfz;rwz;rfz;rwz;rs",1,3,5,6,3,5,1,4,2,8,6,5,4,4,1,8,6,8,6,4,23850.60,564.91,13451400
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;st;rw;b;rf;rfz;rwz;rf;rw;f;f;b;rw;b;rwz;rfz;rs;rfz;rw;rwz",5,5,2,1,3,8,6,3,2,7,7,1,2,1,6,8,4,8,2,6,22760.77,632.93,14384320
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rfz;f;rw;rw;b;rwz;rf;rs;b;f;b;rw;rfz;st;rfz;rw;rf;rfz;st",5,8,7,2,2,1,6,3,4,1,7,1,2,8,5,8,2,3,8,5,22447.01,599.97,13445753
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;st;st;rfz;rf;b;rs;rwz;f;rfz;b;rfz;rf;b;f;st;rs;rs;rs;st",5,5,5,8,3,1,4,6,7,8,1,8,3,1,7,5,4,4,4,5,22140.42,602.52,13328280
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rwz;b;rfz;f;rfz;b;rwz;b;rfz;rfz;rfz;f;rf;rw;rf;st;rs;f;st",1,6,1,8,7,8,1,6,1,8,8,8,7,3,2,3,5,4,7,5,22773.42,572.54,13026156
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rwz;b;st;f;b;st;rfz;rs;rw;rwz;rwz;f;b;b;b;st;b;rw;b",5,6,1,5,7,1,5,8,4,2,6,6,7,1,1,1,5,1,2,1,21977.46,579.20,12724683
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;f;b;rs;rwz;f;b;rfz;b;rwz;st;b;rwz;rs;rfz;rfz;rw;rs;st;b",1,7,1,4,6,7,1,8,1,6,5,1,6,4,8,8,2,4,5,1,22453.75,560.93,12573680
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rfz;rs;rw;f;st;rs;rfz;st;rfz;rw;rf;b;st;rfz;rfz;rs;rwz;rf;b",5,8,4,2,7,5,4,8,5,8,2,3,1,5,8,8,4,6,3,1,21086.33,603.80,12714858
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;st;rf;rf;rf;rs;rwz;rs;b;f;rwz;rf;rwz;rfz;rf;rs;st;f;rfz;rwz",1,5,3,3,3,4,6,4,1,7,6,3,6,8,3,4,5,7,8,6,23613.81,576.85,13601088
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;rfz;rs;rf;rfz;st;rw;b;st;rfz;st;rf;rwz;rfz;rw;rf;rw;f;rw",5,1,8,4,3,8,5,2,1,5,8,5,3,6,8,2,3,2,7,2,23011.13,617.89,14197787
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;rw;rs;rf;rw;rwz;rfz;rf;rfz;st;rs;rf;rfz;st;rs;rs;rw;rf;st",5,2,2,4,3,2,6,8,3,8,5,4,3,8,5,4,4,2,3,5,23582.52,612.33,14432184
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rwz;b;rf;rf;b;rw;rw;rwz;rfz;st;rf;rw;rfz;rwz;rf;rw;rfz;rw;rf",1,6,1,3,3,1,2,2,6,8,5,3,2,8,6,3,2,8,2,3,23049.53,608.72,14013792
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;f;rwz;rf;rfz;b;rf;rf;rfz;st;st;rwz;rw;rw;st;f;rs;rs;f;rs",1,7,6,3,8,1,3,3,8,5,5,6,2,2,5,7,4,4,7,4,21899.79,628.35,13752572
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;rwz;rwz;f;b;rs;st;rfz;rw;rfz;rwz;rw;st;b;b;rf;st;rs;rfz",5,2,6,6,7,1,4,5,8,2,8,6,2,5,1,1,3,5,4,8,23280.20,593.37,13805040
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;f;f;rw;rw;b;rwz;b;rs;b;rf;rfz;rwz;rfz;rwz;st;b;rw;rwz;rwz",1,7,7,2,2,1,6,1,4,1,3,8,6,8,6,5,1,2,6,6,22937.98,597.67,13693389
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;f;rfz;st;rfz;rw;f;rw;b;b;rwz;rf;f;rw;st;b;st;rwz;rfz",1,4,7,8,5,8,2,7,2,1,1,6,3,7,2,5,1,5,6,8,22850.75,573.04,13093050
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;b;rs;f;rfz;rfz;rwz;b;rf;f;rs;st;rwz;rw;rw;b;st;st;rf",1,8,1,4,7,8,8,6,1,3,7,4,5,6,2,2,1,5,5,3,22476.53,573.59,12878748
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;rw;rwz;f;rw;rs;f;rf;rwz;rwz;rf;b;rw;b;st;rwz;b;rw;b",1,2,2,6,7,2,4,7,3,6,6,3,1,2,1,5,6,1,2,1,21523.62,589.66,12677047
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;b;rs;rw;rf;rw;rs;st;rf;st;st;f;rs;b;rf;rfz;st;st;rs",5,2,1,4,2,3,2,4,5,3,5,5,7,4,1,3,8,5,5,4,22594.14,616.43,13917904
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;rs;f;b;st;rs;rf;b;rfz;rwz;rwz;rfz;b;rs;b;rfz;f;rs;b",1,2,4,7,1,5,4,3,1,8,6,6,8,1,4,1,8,7,4,1,22096.70,597.42,13191312
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;rw;rf;st;rs;rf;b;rfz;rw;st;rs;rfz;rwz;b;rwz;rw;rwz;b;f;rw",5,2,3,5,4,3,1,8,2,5,4,8,6,1,6,2,6,1,7,2,21554.36,597.87,12867738
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;st;rfz;b;f;rf;f;rf;f;rw;rw;rwz;st;rf;st;rwz;st;b;rs;rs",5,5,8,1,7,3,7,3,7,2,2,6,5,3,5,6,5,1,4,4,21184.23,622.12,13176448
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rs;rfz;st;st;rs;st;rs;rwz;rw;rwz;rf;st;rs;rs;rf;rwz;f;st;f",1,4,8,5,5,4,5,4,6,2,6,3,5,4,4,3,6,7,5,7,23111.94,623.45,14398153
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;b;rwz;rw;f;b;f;rwz;st;f;rs;f;rw;f;rwz;st;rwz;st;f",5,1,1,6,2,7,1,7,6,5,7,4,7,2,7,6,5,6,5,7,23360.13,612.36,14296320
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;b;f;rf;st;rs;b;rw;st;rs;st;st;rf;rfz;rfz;rfz;f;rwz;f;b",1,1,7,3,5,4,1,2,5,4,5,5,3,8,8,8,7,6,7,1,22712.72,576.53,13082112
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rw;f;f;f;rwz;b;rfz;b;rw;rf;rfz;rf;b;st;rwz;f;b;rfz;st",1,2,7,7,7,6,1,8,1,2,3,8,3,1,5,6,7,1,8,5,21946.25,599.72,13145654
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;b;st;rfz;rfz;b;rf;rfz;rfz;st;f;f;rs;b;rw;rs;f;rwz;rw;b",1,1,5,8,8,1,3,8,8,5,7,7,4,1,2,4,7,6,2,1,22042.16,574.04,12652108
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;f;b;rs;rfz;st;rw;rf;rs;rw;rfz;rf;rfz;rf;st;st;rs;rfz;st;b",1,7,1,4,8,5,2,3,4,2,8,3,8,3,5,5,4,8,5,1,21927.22,594.08,13024638
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rfz;rwz;rf;rw;rwz;f;rs;st;b;rs;rwz;rf;rfz;rwz;rwz;rfz;rfz;rwz;b",1,8,6,3,2,6,7,4,5,1,4,6,3,8,6,6,8,8,6,1,21205.48,604.33,12807820
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;rs;st;rfz;rs;rwz;f;rf;rw;rw;rf;rf;rs;rwz;rfz;rwz;b;rw;rf",1,3,4,5,8,4,6,7,3,2,2,3,3,4,6,8,6,1,2,3,21683.92,600.42,13009800
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;rw;rfz;rfz;rw;f;st;rfz;b;rfz;rfz;rs;b;st;st;rfz;f;rs;st",1,3,2,8,8,2,7,5,8,1,8,8,4,1,5,5,8,7,4,5,22887.61,574.06,13137138
aes_secworks_orig.bench,27728.00,645.13,17884560,"b;rf;st;b;st;rf;rwz;b;rfz;st;f;rs;b;rs;rwz;rfz;rfz;rf;b;rw",1,3,5,1,5,3,6,1,8,5,7,4,1,4,6,8,8,3,1,2,22302.35,567.17,12645234
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;f;rw;b;rs;b;rfz;rf;rs;b;st;rwz;st;f;rfz;rfz;rs;b;rs;rs",5,7,2,1,4,1,8,3,4,1,5,6,5,7,8,8,4,1,4,4,22482.34,602.62,13534164
aes_secworks_orig.bench,27728.00,645.13,17884560,"st;b;rf;st;rs;rfz;st;rf;rf;rwz;b;st;rf;f;rs;f;rs;st;st;rfz",5,1,3,5,4,8,5,3,3,6,1,5,3,7,4,7,4,5,5,8,22013.38,609.32,13405917
